id,pair_type,comet_score
187,tf_es,0.8960699439048767
188,base_tf,0.9401587843894958
188,base_es,0.9468081593513489
188,tf_es,0.9211011528968811
189,base_tf,0.9405301213264465
189,base_es,0.9130709767341614
189,tf_es,0.8835426568984985
190,base_tf,0.90287846326828
190,base_es,0.9331496953964233
190,tf_es,0.8818475008010864
191,base_tf,0.8890157341957092
191,base_es,0.9009091258049011
191,tf_es,0.8477156758308411
192,base_tf,0.9298539161682129
192,base_es,0.9024933576583862
192,tf_es,0.8966892957687378
193,base_tf,0.8976729512214661
193,base_es,0.868034303188324
193,tf_es,0.8896910548210144
194,base_tf,0.9389781951904297
194,base_es,0.9418104887008667
194,tf_es,0.9189302921295166
195,base_tf,0.9406682848930359
195,base_es,0.9069957137107849
195,tf_es,0.9063642024993896
196,base_tf,0.9605740308761597
196,base_es,0.962002158164978
196,tf_es,0.9540723562240601
197,base_tf,0.9522119760513306
197,base_es,0.9521830677986145
197,tf_es,0.9430318474769592
198,base_tf,0.9495466351509094
198,base_es,0.9544163346290588
198,tf_es,0.9486991167068481
199,base_tf,0.9189936518669128
199,base_es,0.9426257014274597
199,tf_es,0.8898076415061951
200,base_tf,0.9661497473716736
200,base_es,0.9462366700172424
200,tf_es,0.9495405554771423
201,base_tf,0.9222609400749207
201,base_es,0.9545585513114929
201,tf_es,0.8873099684715271
202,base_tf,0.9436421990394592
202,base_es,0.9320240020751953
202,tf_es,0.9300264716148376
203,base_tf,0.909055769443512
203,base_es,0.9122483134269714
203,tf_es,0.8908721208572388
204,base_tf,0.8864557147026062
204,base_es,0.8658239245414734
204,tf_es,0.8307716250419617
205,base_tf,0.8291323781013489
205,base_es,0.833751916885376
205,tf_es,0.8982500433921814
206,base_tf,0.953273594379425
206,base_es,0.9213952422142029
206,tf_es,0.9145317673683167
207,base_tf,0.9192858338356018
207,base_es,0.8700681328773499
207,tf_es,0.8222227692604065
208,base_tf,0.949730634689331
208,base_es,0.9242010712623596
208,tf_es,0.9259467720985413
209,base_tf,0.9502769112586975
209,base_es,0.9160405993461609
209,tf_es,0.9038532376289368
210,base_tf,0.916084885597229
210,base_es,0.9417884945869446
210,tf_es,0.8959136605262756
211,base_tf,0.9536231160163879
211,base_es,0.9572919607162476
211,tf_es,0.9498249888420105
212,base_tf,0.9427786469459534
212,base_es,0.9493721127510071
212,tf_es,0.9195838570594788
213,base_tf,0.9229185581207275
213,base_es,0.9514517784118652
213,tf_es,0.9221013188362122
214,base_tf,0.9211984872817993
214,base_es,0.9193996787071228
214,tf_es,0.9350430965423584
215,base_tf,0.9401201605796814
215,base_es,0.9407258629798889
215,tf_es,0.9131659865379333
216,base_tf,0.892318069934845
216,base_es,0.9270891547203064
216,tf_es,0.8770399689674377
217,base_tf,0.9621879458427429
217,base_es,0.9656102657318115
217,tf_es,0.9587980508804321
218,base_tf,0.9306303858757019
218,base_es,0.9129948019981384
218,tf_es,0.9229188561439514
219,base_tf,0.9565330147743225
219,base_es,0.947903037071228
219,tf_es,0.943204939365387
220,base_tf,0.9291950464248657
220,base_es,0.9092838764190674
220,tf_es,0.8423877358436584
221,base_tf,0.9392284154891968
221,base_es,0.9411627054214478
221,tf_es,0.9330267906188965
222,base_tf,0.9057716727256775
222,base_es,0.911518394947052
222,tf_es,0.86578768491745
223,base_tf,0.9484724998474121
223,base_es,0.9506194591522217
223,tf_es,0.9340116381645203
224,base_tf,0.9600138664245605
224,base_es,0.9619479179382324
224,tf_es,0.9460705518722534
225,base_tf,0.9200302362442017
225,base_es,0.9102786183357239
225,tf_es,0.9010966420173645
226,base_tf,0.8966708779335022
226,base_es,0.8848363161087036
226,tf_es,0.7794057130813599
227,base_tf,0.9558507800102234
227,base_es,0.9497873783111572
227,tf_es,0.9444653987884521
228,base_tf,0.9376555681228638
228,base_es,0.9471651911735535
228,tf_es,0.9157375693321228
229,base_tf,0.9222387671470642
229,base_es,0.9214324355125427
229,tf_es,0.9008500576019287
230,base_tf,0.9488996863365173
230,base_es,0.9211816191673279
230,tf_es,0.9102767109870911
231,base_tf,0.9091405868530273
231,base_es,0.9252355694770813
231,tf_es,0.8544686436653137
232,base_tf,0.9345842003822327
232,base_es,0.8961426019668579
232,tf_es,0.8920642733573914
233,base_tf,0.9250749945640564
233,base_es,0.9410845637321472
233,tf_es,0.8489329218864441
234,base_tf,0.9480192065238953
234,base_es,0.9578121304512024
234,tf_es,0.9578381776809692
235,base_tf,0.8872973322868347
235,base_es,0.880577802658081
